CELL_LINE	COMBINATION_ID	PREDICTION
MDA-MB-468	BCL2_BCL2L1.SLC16A4	10.9076685749948
M14	BCL2_BCL2L1.SLC16A4	19.506418627433
CAL-148	FGFR.SLC16A4	-15.583980524007
CAL-51	FGFR.SLC16A4	6.79950781897137
HCC1143	FGFR.SLC16A4	5.42156050710463
HCC1937	FGFR.SLC16A4	3.11440430240646
MDA-MB-231	FGFR.SLC16A4	10.6892850976161
MDA-MB-468	FGFR.SLC16A4	-5.80017342255088
BT-549	MAP2K_1.SLC16A4	3.95231391428724
CAL-51	MAP2K_1.SLC16A4	11.5241434896998
HCC1428	MAP2K_1.SLC16A4	-3.14453705537857
HCC1937	MAP2K_1.SLC16A4	14.8151644932366
MDA-MB-231	MAP2K_1.SLC16A4	33.9236040157878
MDA-MB-453	MAP2K_1.SLC16A4	1.92668401912263
M14	MAP2K_1.SLC16A4	22.3920646242875
CAL-51	MTOR_1.SLC16A4	5.76600900505335
CAMA-1	MTOR_1.SLC16A4	5.42437122035971
HCC1187	MTOR_1.SLC16A4	-3.22597833882064
HCC1395	MTOR_1.SLC16A4	8.96858896192788
HCC1806	MTOR_1.SLC16A4	4.2850649803419
HCC1937	MTOR_1.SLC16A4	2.34928028614807
Hs-578-T	MTOR_1.SLC16A4	-0.149951678924483
BT-20	PIK3CB_PIK3CD.SLC16A4	5.40515762045515
BT-549	PIK3CB_PIK3CD.SLC16A4	-2.93464303380871
CAMA-1	PIK3CB_PIK3CD.SLC16A4	-7.58581123727532
HCC1428	PIK3CB_PIK3CD.SLC16A4	-1.87625293372502
MDA-MB-453	PIK3CB_PIK3CD.SLC16A4	0.0507336126910367
MFM-223	PIK3CB_PIK3CD.SLC16A4	9.44776758488856
M14	PIK3CB_PIK3CD.SLC16A4	-2.61435953875835
COLO-205	IGFR_3.TKI	31.1178275384473
HT-29	IGFR_3.TKI	17.9628551825672
SW620	IGFR_3.TKI	24.729961187013
A549	CSNK2A1_2.TNFSF10	8.05056173618799
NCI-H1437	CSNK2A1_2.TNFSF10	-7.63261451886112
NCI-H1793	CSNK2A1_2.TNFSF10	18.070655345003
NCI-H1975	CSNK2A1_2.TNFSF10	-13.1453200692504
NCI-H838	CSNK2A1_2.TNFSF10	5.52650502072344
SW900	CSNK2A1_2.TNFSF10	12.9066521478611
BT-20	AKT.TNKS_PARP6	14.5553831686409
CAL-51	AKT.TNKS_PARP6	7.19230884221574
HCC1395	AKT.TNKS_PARP6	8.49730886135008
HCC1428	AKT.TNKS_PARP6	-2.85670103711889
Hs-578-T	AKT.TNKS_PARP6	1.93593531260171
MDA-MB-231	AKT.TNKS_PARP6	0.656236578124297
MDA-MB-436	AKT.TNKS_PARP6	19.0743601644751
CAL-51	FGFR.TNKS_PARP6	2.23407252021806
CAMA-1	FGFR.TNKS_PARP6	2.8218629058609
DU-4475	FGFR.TNKS_PARP6	-8.34705340138946
HCC70	FGFR.TNKS_PARP6	-11.8474570554657
MDA-MB-436	FGFR.TNKS_PARP6	8.92488872623443
MDA-MB-468	FGFR.TNKS_PARP6	-7.54509146451448
MFM-223	FGFR.TNKS_PARP6	-10.2745806058901
BT-549	MTOR_1.TNKS_PARP6	-9.0481038264165
DU-4475	MTOR_1.TNKS_PARP6	-18.0596361127398
HCC1143	MTOR_1.TNKS_PARP6	-6.61686053249923
HCC1806	MTOR_1.TNKS_PARP6	-7.44771615212618
MDA-MB-157	MTOR_1.TNKS_PARP6	15.9080519778017
MFM-223	MTOR_1.TNKS_PARP6	-13.0320144894894
M14	MTOR_1.TNKS_PARP6	3.60677860788813
BT-20	PIK3CB_PIK3CD.TNKS_PARP6	-6.95627257608437
CAL-120	PIK3CB_PIK3CD.TNKS_PARP6	-8.56585988005995
HCC1806	PIK3CB_PIK3CD.TNKS_PARP6	-18.7481694873201
Hs-578-T	PIK3CB_PIK3CD.TNKS_PARP6	-19.0863264123064
MDA-MB-436	PIK3CB_PIK3CD.TNKS_PARP6	0.839728157403659
MDA-MB-468	PIK3CB_PIK3CD.TNKS_PARP6	-10.1411951294937
MFM-223	PIK3CB_PIK3CD.TNKS_PARP6	4.99726648284904
Calu-6	ALK_2.TOP2	11.987033329613
DMS-114	ALK_2.TOP2	1.25900315837438
NCI-H1703	ALK_2.TOP2	21.8565101111245
NCI-H1975	ALK_2.TOP2	10.4667193213448
NCI-H2228	ALK_2.TOP2	11.8338297644093
NCI-H2291	ALK_2.TOP2	25.9332999532189
Calu-6	Doxorubicin.TOP2	30.2257667080823
NCI-H1793	Doxorubicin.TOP2	10.835923971072
NCI-H2085	Doxorubicin.TOP2	31.3330128934769
NCI-H2228	Doxorubicin.TOP2	22.7551636342878
NCI-H358	Doxorubicin.TOP2	14.0554177282935
NCI-H838	Doxorubicin.TOP2	33.9445570000697
SW900	Doxorubicin.TOP2	14.0104089703322
DMS-114	BCL2L1.Vinorelbine	3.66034735411524
NCI-H1299	BCL2L1.Vinorelbine	18.3234146818128
NCI-H1703	BCL2L1.Vinorelbine	15.9529516789776
NCI-H2085	BCL2L1.Vinorelbine	18.7820472731024
NCI-H23	BCL2L1.Vinorelbine	30.2371958584624
NCI-H3122	BCL2L1.Vinorelbine	25.3540724820407
Calu-3	BCL2_2.Vinorelbine	-2.48811019336965
Calu-6	BCL2_2.Vinorelbine	4.2435813376404
NCI-H1563	BCL2_2.Vinorelbine	11.0922964026928
NCI-H2085	BCL2_2.Vinorelbine	25.4192294066864
NCI-H23	BCL2_2.Vinorelbine	4.68958517085797
NCI-H520	BCL2_2.Vinorelbine	5.28607651208275
